Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00003_001,SE_A00003_002,SE_A00003_003
"08028","State House District 28 (2018), Colorado","ACSSF","co","620","00","0008164",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"028",,,,,,,,,,,,,,"62000US08028","State House District 28 (2018)",,,,83603,23.94221,23.06569,0.8765253
"08029","State House District 29 (2018), Colorado","ACSSF","co","620","00","0008165",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"029",,,,,,,,,,,,,,"62000US08029","State House District 29 (2018)",,,,79117,27.05706,24.8742,2.182859
"08030","State House District 30 (2018), Colorado","ACSSF","co","620","00","0008166",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"030",,,,,,,,,,,,,,"62000US08030","State House District 30 (2018)",,,,96501,278.1222,273.1208,5.001383
"08031","State House District 31 (2018), Colorado","ACSSF","co","620","00","0008167",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"031",,,,,,,,,,,,,,"62000US08031","State House District 31 (2018)",,,,91187,16.68822,15.55948,1.128742
"08032","State House District 32 (2018), Colorado","ACSSF","co","620","00","0008168",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"032",,,,,,,,,,,,,,"62000US08032","State House District 32 (2018)",,,,82784,72.77168,71.02301,1.748666
"08033","State House District 33 (2018), Colorado","ACSSF","co","620","00","0008169",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"033",,,,,,,,,,,,,,"62000US08033","State House District 33 (2018)",,,,95020,53.42149,52.5528,0.8686909
"08034","State House District 34 (2018), Colorado","ACSSF","co","620","00","0008170",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"034",,,,,,,,,,,,,,"62000US08034","State House District 34 (2018)",,,,88022,16.01753,15.82348,0.1940561
"08035","State House District 35 (2018), Colorado","ACSSF","co","620","00","0008171",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"035",,,,,,,,,,,,,,"62000US08035","State House District 35 (2018)",,,,86843,20.29276,20.05611,0.2366524
"08036","State House District 36 (2018), Colorado","ACSSF","co","620","00","0008172",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"036",,,,,,,,,,,,,,"62000US08036","State House District 36 (2018)",,,,94024,75.71124,75.69125,0.01998426
"08037","State House District 37 (2018), Colorado","ACSSF","co","620","00","0008173",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"037",,,,,,,,,,,,,,"62000US08037","State House District 37 (2018)",,,,85078,27.78749,27.65701,0.130479
"08038","State House District 38 (2018), Colorado","ACSSF","co","620","00","0008174",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"038",,,,,,,,,,,,,,"62000US08038","State House District 38 (2018)",,,,84877,24.16014,22.96431,1.195827
"08039","State House District 39 (2018), Colorado","ACSSF","co","620","00","0008175",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"039",,,,,,,,,,,,,,"62000US08039","State House District 39 (2018)",,,,87475,833.5161,829.1481,4.367918
"08040","State House District 40 (2018), Colorado","ACSSF","co","620","00","0008176",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"040",,,,,,,,,,,,,,"62000US08040","State House District 40 (2018)",,,,84847,20.38557,18.8275,1.558067
"08041","State House District 41 (2018), Colorado","ACSSF","co","620","00","0008177",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"041",,,,,,,,,,,,,,"62000US08041","State House District 41 (2018)",,,,82667,12.84839,12.84839,0
"08042","State House District 42 (2018), Colorado","ACSSF","co","620","00","0008178",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"042",,,,,,,,,,,,,,"62000US08042","State House District 42 (2018)",,,,85486,11.31708,11.31708,0
"08043","State House District 43 (2018), Colorado","ACSSF","co","620","00","0008179",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"043",,,,,,,,,,,,,,"62000US08043","State House District 43 (2018)",,,,83207,19.41379,19.35448,0.05930915
"08044","State House District 44 (2018), Colorado","ACSSF","co","620","00","0008180",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"044",,,,,,,,,,,,,,"62000US08044","State House District 44 (2018)",,,,98927,44.14576,44.10305,0.04270947
"08045","State House District 45 (2018), Colorado","ACSSF","co","620","00","0008181",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"045",,,,,,,,,,,,,,"62000US08045","State House District 45 (2018)",,,,99652,97.8549,97.78581,0.06909491
"08046","State House District 46 (2018), Colorado","ACSSF","co","620","00","0008182",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"046",,,,,,,,,,,,,,"62000US08046","State House District 46 (2018)",,,,83997,563.8329,557.4912,6.341659
"08047","State House District 47 (2018), Colorado","ACSSF","co","620","00","0008183",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"047",,,,,,,,,,,,,,"62000US08047","State House District 47 (2018)",,,,81370,841.6945,829.1481,12.54643
"08048","State House District 48 (2018), Colorado","ACSSF","co","620","00","0008184",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"048",,,,,,,,,,,,,,"62000US08048","State House District 48 (2018)",,,,97953,507.3729,498.07,9.302866
"08049","State House District 49 (2018), Colorado","ACSSF","co","620","00","0008185",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"049",,,,,,,,,,,,,,"62000US08049","State House District 49 (2018)",,,,99053,858.6696,829.1481,29.52144
"08050","State House District 50 (2018), Colorado","ACSSF","co","620","00","0008186",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"050",,,,,,,,,,,,,,"62000US08050","State House District 50 (2018)",,,,91511,34.33293,33.63425,0.6986743
"08051","State House District 51 (2018), Colorado","ACSSF","co","620","00","0008187",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"051",,,,,,,,,,,,,,"62000US08051","State House District 51 (2018)",,,,94511,83.98944,76.4644,7.525036
"08052","State House District 52 (2018), Colorado","ACSSF","co","620","00","0008188",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"052",,,,,,,,,,,,,,"62000US08052","State House District 52 (2018)",,,,93236,45.58646,42.66735,2.919109
"08053","State House District 53 (2018), Colorado","ACSSF","co","620","00","0008189",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"053",,,,,,,,,,,,,,"62000US08053","State House District 53 (2018)",,,,85264,26.36283,26.10024,0.2625839
"08054","State House District 54 (2018), Colorado","ACSSF","co","620","00","0008190",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"054",,,,,,,,,,,,,,"62000US08054","State House District 54 (2018)",,,,81452,842.0725,829.1481,12.92439
"08055","State House District 55 (2018), Colorado","ACSSF","co","620","00","0008191",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"055",,,,,,,,,,,,,,"62000US08055","State House District 55 (2018)",,,,83256,54.21514,53.08292,1.132218
"08056","State House District 56 (2018), Colorado","ACSSF","co","620","00","0008192",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"056",,,,,,,,,,,,,,"62000US08056","State House District 56 (2018)",,,,104761,842.2021,829.1481,13.05404
"08057","State House District 57 (2018), Colorado","ACSSF","co","620","00","0008193",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"057",,,,,,,,,,,,,,"62000US08057","State House District 57 (2018)",,,,79124,847.051,829.1481,17.90284
"08058","State House District 58 (2018), Colorado","ACSSF","co","620","00","0008194",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"058",,,,,,,,,,,,,,"62000US08058","State House District 58 (2018)",,,,78552,844.6135,829.1481,15.46539
"08059","State House District 59 (2018), Colorado","ACSSF","co","620","00","0008195",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"059",,,,,,,,,,,,,,"62000US08059","State House District 59 (2018)",,,,84615,868.1177,829.1481,38.96966
"08060","State House District 60 (2018), Colorado","ACSSF","co","620","00","0008196",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"060",,,,,,,,,,,,,,"62000US08060","State House District 60 (2018)",,,,86218,849.047,829.1481,19.89891
"08061","State House District 61 (2018), Colorado","ACSSF","co","620","00","0008197",,,,,"08",,,,,,,,,,,,,,,,,,,,,,,,,"061",,,,,,,,,,,,,,"62000US08061","State House District 61 (2018)",,,,84119,859.317,829.1481,30.16883
