Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00003_001,SE_A00003_002,SE_A00003_003
"74044","Reedley--Dinuba, CA Urban Cluster (2010)","ACSSF","us","400","00","0009955",,,,,,,,,,,,,,,,,,,,,,,,,,"74044",,,,,,,,,,,,,,,,,,"40000US74044","Reedley--Dinuba",,,,50335,,,
"74071","Reedsburg, WI Urban Cluster (2010)","ACSSF","us","400","00","0009956",,,,,,,,,,,,,,,,,,,,,,,,,,"74071",,,,,,,,,,,,,,,,,,"40000US74071","Reedsburg",,,,9362,,,
"74098","Reedsport, OR Urban Cluster (2010)","ACSSF","us","400","00","0009957",,,,,,,,,,,,,,,,,,,,,,,,,,"74098",,,,,,,,,,,,,,,,,,"40000US74098","Reedsport",,,,4777,,,
"74125","Refugio, TX Urban Cluster (2010)","ACSSF","us","400","00","0009958",,,,,,,,,,,,,,,,,,,,,,,,,,"74125",,,,,,,,,,,,,,,,,,"40000US74125","Refugio",,,,2748,,,
"74142","Reidsville, GA Urban Cluster (2010)","ACSSF","us","400","00","0009959",,,,,,,,,,,,,,,,,,,,,,,,,,"74142",,,,,,,,,,,,,,,,,,"40000US74142","Reidsville",,,,2137,,,
"74152","Reidsville, NC Urban Cluster (2010)","ACSSF","us","400","00","0009960",,,,,,,,,,,,,,,,,,,,,,,,,,"74152",,,,,,,,,,,,,,,,,,"40000US74152","Reidsville",,,,13355,,,
"74179","Reno, NV--CA Urbanized Area (2010)","ACSSF","us","400","00","0009961",,,,,,,,,,,,,,,,,,,,,,,,,,"74179",,,,,,,,,,,,,,,,,,"40000US74179","Reno",,,,430009,,,
"74206","Rensselaer, IN Urban Cluster (2010)","ACSSF","us","400","00","0009962",,,,,,,,,,,,,,,,,,,,,,,,,,"74206",,,,,,,,,,,,,,,,,,"40000US74206","Rensselaer",,,,6411,,,
"74260","Rexburg, ID Urban Cluster (2010)","ACSSF","us","400","00","0009963",,,,,,,,,,,,,,,,,,,,,,,,,,"74260",,,,,,,,,,,,,,,,,,"40000US74260","Rexburg",,,,28721,,,
"74287","Reynoldsville, PA Urban Cluster (2010)","ACSSF","us","400","00","0009964",,,,,,,,,,,,,,,,,,,,,,,,,,"74287",,,,,,,,,,,,,,,,,,"40000US74287","Reynoldsville",,,,2677,,,
"74314","Rhinebeck, NY Urban Cluster (2010)","ACSSF","us","400","00","0009965",,,,,,,,,,,,,,,,,,,,,,,,,,"74314",,,,,,,,,,,,,,,,,,"40000US74314","Rhinebeck",,,,2906,,,
"74341","Rhinelander, WI Urban Cluster (2010)","ACSSF","us","400","00","0009966",,,,,,,,,,,,,,,,,,,,,,,,,,"74341",,,,,,,,,,,,,,,,,,"40000US74341","Rhinelander",,,,8906,,,
"74368","Rice Lake, WI Urban Cluster (2010)","ACSSF","us","400","00","0009967",,,,,,,,,,,,,,,,,,,,,,,,,,"74368",,,,,,,,,,,,,,,,,,"40000US74368","Rice Lake",,,,9247,,,
"74395","Richfield, UT Urban Cluster (2010)","ACSSF","us","400","00","0009968",,,,,,,,,,,,,,,,,,,,,,,,,,"74395",,,,,,,,,,,,,,,,,,"40000US74395","Richfield",,,,7369,,,
"74449","Richgrove, CA Urban Cluster (2010)","ACSSF","us","400","00","0009969",,,,,,,,,,,,,,,,,,,,,,,,,,"74449",,,,,,,,,,,,,,,,,,"40000US74449","Richgrove",,,,2098,,,
"74557","Richland Center, WI Urban Cluster (2010)","ACSSF","us","400","00","0009970",,,,,,,,,,,,,,,,,,,,,,,,,,"74557",,,,,,,,,,,,,,,,,,"40000US74557","Richland Center",,,,4699,,,
"74584","Richlands, VA Urban Cluster (2010)","ACSSF","us","400","00","0009971",,,,,,,,,,,,,,,,,,,,,,,,,,"74584",,,,,,,,,,,,,,,,,,"40000US74584","Richlands",,,,8655,,,
"74601","Richlands South, NC Urban Cluster (2010)","ACSSF","us","400","00","0009972",,,,,,,,,,,,,,,,,,,,,,,,,,"74601",,,,,,,,,,,,,,,,,,"40000US74601","Richlands South",,,,8100,,,
"74638","Richmond, IN--OH Urban Cluster (2010)","ACSSF","us","400","00","0009973",,,,,,,,,,,,,,,,,,,,,,,,,,"74638",,,,,,,,,,,,,,,,,,"40000US74638","Richmond",,,,42763,,,
"74665","Richmond, KY Urban Cluster (2010)","ACSSF","us","400","00","0009974",,,,,,,,,,,,,,,,,,,,,,,,,,"74665",,,,,,,,,,,,,,,,,,"40000US74665","Richmond",,,,39719,,,
