fips,name,population,area
25525535,ZCTA 25535,2848,18.31005
25525537,ZCTA 25537,1077,24.00379
25525540,ZCTA 25540,267,12.61041
25525541,ZCTA 25541,10663,70.21543
25525545,ZCTA 25545,5112,28.0583
25525547,ZCTA 25547,732,7.798863
25525550,ZCTA 25550,9489,51.40549
25525555,ZCTA 25555,2214,34.42434
25525557,ZCTA 25557,1612,45.4222
25525559,ZCTA 25559,1734,20.5608
25525560,ZCTA 25560,7590,23.42599
25525564,ZCTA 25564,1217,21.83861
25525565,ZCTA 25565,521,34.49522
25525567,ZCTA 25567,511,16.92625
25525570,ZCTA 25570,5193,78.99892
25525571,ZCTA 25571,2211,23.49796
25525573,ZCTA 25573,565,11.11915
25625601,ZCTA 25601,5053,20.02775
25625606,ZCTA 25606,1346,7.045269
25625607,ZCTA 25607,847,9.744673
25625608,ZCTA 25608,967,13.72762
25625611,ZCTA 25611,724,3.964058
25625617,ZCTA 25617,824,17.03076
25625621,ZCTA 25621,1512,46.06137
25625624,ZCTA 25624,120,1.169248
25625625,ZCTA 25625,1264,14.83047
25625628,ZCTA 25628,226,2.137104
25625630,ZCTA 25630,447,23.20932
25625632,ZCTA 25632,247,24.7293
25625634,ZCTA 25634,580,5.377027
25625635,ZCTA 25635,1681,14.0484
25625637,ZCTA 25637,1065,3.593014
25625638,ZCTA 25638,898,33.85337
25625639,ZCTA 25639,408,6.955986
25625644,ZCTA 25644,584,12.31449
25625646,ZCTA 25646,995,21.80061
25625647,ZCTA 25647,481,3.222848
25625649,ZCTA 25649,1297,11.02813
25625650,ZCTA 25650,344,24.50558
25625651,ZCTA 25651,612,25.22664
25625652,ZCTA 25652,1031,16.90454
25625653,ZCTA 25653,397,1.811442
25625654,ZCTA 25654,193,11.95046
25625661,ZCTA 25661,5791,58.22149
25625666,ZCTA 25666,333,28.47581
25625669,ZCTA 25669,1151,20.42119
25625670,ZCTA 25670,5435,93.77715
25625671,ZCTA 25671,1724,31.49182
25625672,ZCTA 25672,296,8.568423
25625674,ZCTA 25674,2079,44.9359
25625676,ZCTA 25676,1380,29.37498
25625678,ZCTA 25678,1675,25.34126
25625688,ZCTA 25688,264,4.654078
25625690,ZCTA 25690,292,1.754502
25625692,ZCTA 25692,964,9.930344
25625696,ZCTA 25696,249,1.9676
25625699,ZCTA 25699,133,14.76464
25725701,ZCTA 25701,19869,35.90166
25725702,ZCTA 25702,7286,13.18946
25725703,ZCTA 25703,7205,1.34202
25725704,ZCTA 25704,16540,34.19039
25725705,ZCTA 25705,20690,12.12395
25825801,ZCTA 25801,31694,83.27603
25825810,ZCTA 25810,29,2.40481
25825811,ZCTA 25811,29,6.517979
25825812,ZCTA 25812,1710,18.97985
25825813,ZCTA 25813,8214,60.3812
25825817,ZCTA 25817,588,11.30095
25825818,ZCTA 25818,461,0.5081506
25825820,ZCTA 25820,401,30.513
25825823,ZCTA 25823,1818,14.03967
25825825,ZCTA 25825,3000,26.05246
25825826,ZCTA 25826,161,0.2192423
25825827,ZCTA 25827,1923,6.387016
25825831,ZCTA 25831,1672,59.9573
25825832,ZCTA 25832,4065,12.10352
25825836,ZCTA 25836,101,1.95354
25825837,ZCTA 25837,400,5.460625
25825839,ZCTA 25839,295,3.378989
25825840,ZCTA 25840,7634,73.10529
25825841,ZCTA 25841,469,34.77408
25825843,ZCTA 25843,935,14.43885
25825844,ZCTA 25844,1206,12.23361
25825845,ZCTA 25845,538,5.653853
25825846,ZCTA 25846,240,13.01236
25825848,ZCTA 25848,265,8.72766
25825849,ZCTA 25849,648,0.5062973
25825853,ZCTA 25853,15,0.6443304
25825854,ZCTA 25854,1088,36.83715
25825855,ZCTA 25855,312,0.2102662
25825857,ZCTA 25857,68,21.64651
25825862,ZCTA 25862,169,4.346167
25825864,ZCTA 25864,196,22.94009
25825865,ZCTA 25865,1239,25.45856
25825868,ZCTA 25868,563,12.64778
25825870,ZCTA 25870,44,0.2370258
25825871,ZCTA 25871,810,0.4041239
25825873,ZCTA 25873,678,0.6962036
25825875,ZCTA 25875,1065,8.691249
25825876,ZCTA 25876,47,4.205523
25825878,ZCTA 25878,747,2.042521
25825879,ZCTA 25879,194,1.64592
25825880,ZCTA 25880,6539,39.64869
25825882,ZCTA 25882,2066,32.69712
25925901,ZCTA 25901,11498,33.22386
25925902,ZCTA 25902,191,27.86808
25925904,ZCTA 25904,306,6.889412
25925906,ZCTA 25906,410,1.377668
25925907,ZCTA 25907,186,2.05599
25925908,ZCTA 25908,172,7.141317
25925911,ZCTA 25911,92,0.03644766
25925913,ZCTA 25913,324,6.65219
25925915,ZCTA 25915,165,9.095989
25925916,ZCTA 25916,314,1.942765
25925917,ZCTA 25917,1751,45.11119
25925918,ZCTA 25918,4555,68.11296
25925920,ZCTA 25920,295,5.082037
25925921,ZCTA 25921,1844,16.10319
25925922,ZCTA 25922,318,4.696257
25925928,ZCTA 25928,341,11.66081
25925932,ZCTA 25932,413,3.908069
25925936,ZCTA 25936,0,15.12844
25925938,ZCTA 25938,1127,32.88526
25925942,ZCTA 25942,160,12.86055
25925951,ZCTA 25951,6166,111.229
25925958,ZCTA 25958,788,22.93548
25925962,ZCTA 25962,3034,87.62376
25925969,ZCTA 25969,1013,29.5039
25925971,ZCTA 25971,1083,20.27368
25925972,ZCTA 25972,272,4.03602
25925976,ZCTA 25976,2626,90.5743
25925977,ZCTA 25977,84,5.071623
25925978,ZCTA 25978,644,12.11305
25925979,ZCTA 25979,671,48.22446
25925981,ZCTA 25981,584,59.17059
25925984,ZCTA 25984,1986,49.40783
25925985,ZCTA 25985,521,35.50875
25925989,ZCTA 25989,9,2.471542
26026003,ZCTA 26003,41196,98.18618
26026030,ZCTA 26030,625,1.241627
26026031,ZCTA 26031,1525,3.299862
26026032,ZCTA 26032,1088,12.16821
26026033,ZCTA 26033,1733,93.3549
26026034,ZCTA 26034,4397,16.36819
26026035,ZCTA 26035,1815,18.39862
26026036,ZCTA 26036,436,11.30187
26026037,ZCTA 26037,6196,7.339994
26026038,ZCTA 26038,3580,7.199626
26026039,ZCTA 26039,542,39.45797
26026040,ZCTA 26040,1982,2.585347
26026041,ZCTA 26041,15585,63.37663
26026047,ZCTA 26047,6175,44.10672
26026050,ZCTA 26050,1659,4.911984
26026055,ZCTA 26055,1053,76.34705
26026056,ZCTA 26056,68,0.1158527
26026059,ZCTA 26059,2806,24.64124
26026060,ZCTA 26060,1743,23.7936
26026062,ZCTA 26062,20493,28.96563
26026070,ZCTA 26070,8028,38.12544
26026074,ZCTA 26074,1205,1.6482
26026075,ZCTA 26075,558,1.742099
26126101,ZCTA 26101,28644,31.48418
26126104,ZCTA 26104,16228,37.37257
26126105,ZCTA 26105,11659,13.52762
26126133,ZCTA 26133,1425,40.17363
26126134,ZCTA 26134,908,3.416915
26126136,ZCTA 26136,533,27.0464
26126137,ZCTA 26137,488,52.38404
26126138,ZCTA 26138,62,5.325562
26126141,ZCTA 26141,380,34.21272
26126142,ZCTA 26142,2490,12.86375
26126143,ZCTA 26143,4517,146.9503
26126146,ZCTA 26146,995,39.95762
26126147,ZCTA 26147,2249,46.66455
26126148,ZCTA 26148,281,17.97778
26126149,ZCTA 26149,2002,74.8999
26126150,ZCTA 26150,6030,46.58068
26126151,ZCTA 26151,673,24.71341
26126152,ZCTA 26152,9,1.815564
26126155,ZCTA 26155,7599,120.4414
26126159,ZCTA 26159,3016,1.749102
26126160,ZCTA 26160,1034,66.03908
26126161,ZCTA 26161,632,48.2695
26126164,ZCTA 26164,7690,111.4272
26126167,ZCTA 26167,893,18.17433
26126169,ZCTA 26169,605,26.63676
26126170,ZCTA 26170,6023,107.8283
26126175,ZCTA 26175,3631,48.20715
26126178,ZCTA 26178,191,41.63586
26126180,ZCTA 26180,1980,65.16356
26126181,ZCTA 26181,6821,40.82167
26126184,ZCTA 26184,2547,39.03902
26126187,ZCTA 26187,6169,22.87289
26226201,ZCTA 26201,20019,179.5462
26226202,ZCTA 26202,482,14.06206
26226203,ZCTA 26203,173,25.33868
26226205,ZCTA 26205,3469,26.25835
26226206,ZCTA 26206,3012,74.30469
26226208,ZCTA 26208,865,84.54115
26226209,ZCTA 26209,168,28.2192
26226215,ZCTA 26215,36,9.694481
26226217,ZCTA 26217,122,27.6229
26226218,ZCTA 26218,2931,66.17976
26226222,ZCTA 26222,244,75.78689
26226224,ZCTA 26224,255,34.18459
26226228,ZCTA 26228,0,9.083502
26226230,ZCTA 26230,77,46.81516
26226234,ZCTA 26234,1190,53.05327
26226236,ZCTA 26236,125,0.2477069
26226237,ZCTA 26237,461,39.22617
26226238,ZCTA 26238,784,21.7912
26226241,ZCTA 26241,13352,129.5417
26226250,ZCTA 26250,5972,88.26846
26226253,ZCTA 26253,3790,68.99596
26226254,ZCTA 26254,157,65.64058
26226257,ZCTA 26257,1110,19.06644
26226259,ZCTA 26259,33,1.967552
26226260,ZCTA 26260,1546,157.6589
26226261,ZCTA 26261,2855,99.20255
26226263,ZCTA 26263,123,30.35853
26226264,ZCTA 26264,590,103.9551
26226266,ZCTA 26266,88,4.02003
26226267,ZCTA 26267,608,23.75125
26226268,ZCTA 26268,52,61.83424
26226269,ZCTA 26269,894,21.14417
26226270,ZCTA 26270,341,76.63874
26226271,ZCTA 26271,502,31.9538
26226273,ZCTA 26273,1841,126.9657
26226275,ZCTA 26275,483,4.180747
26226276,ZCTA 26276,891,15.12977
26226278,ZCTA 26278,548,61.42558
26226280,ZCTA 26280,1714,69.16587
26226282,ZCTA 26282,93,54.80217
26226283,ZCTA 26283,1794,60.01946
26226285,ZCTA 26285,240,10.69433
26226287,ZCTA 26287,3186,153.5821
26226288,ZCTA 26288,3456,231.5672
26226291,ZCTA 26291,147,62.94218
26226292,ZCTA 26292,586,16.62359
26226293,ZCTA 26293,663,5.86763
26226294,ZCTA 26294,940,79.05379
26226296,ZCTA 26296,82,44.82098
26226298,ZCTA 26298,93,11.11564
26326301,ZCTA 26301,28652,74.20546
26326320,ZCTA 26320,522,56.37716
26326321,ZCTA 26321,156,24.94522
26326323,ZCTA 26323,509,1.137444
26326325,ZCTA 26325,240,25.05153
26326327,ZCTA 26327,120,8.669092
26326330,ZCTA 26330,14870,72.44241
26326335,ZCTA 26335,1751,47.86071
26326337,ZCTA 26337,1313,64.99603
26326338,ZCTA 26338,824,39.53984
26326339,ZCTA 26339,173,20.94534
26326342,ZCTA 26342,194,47.96659
26326343,ZCTA 26343,421,21.20971
26326346,ZCTA 26346,717,27.9402
26326347,ZCTA 26347,2341,39.44262
26326348,ZCTA 26348,318,12.39038
26326349,ZCTA 26349,191,0.6254774
26326351,ZCTA 26351,4842,85.35608
26326354,ZCTA 26354,10927,103.9476
26326361,ZCTA 26361,97,0.2763341
26326362,ZCTA 26362,3301,105.2147
26326366,ZCTA 26366,56,0.3989783
26326369,ZCTA 26369,531,1.368366
26326372,ZCTA 26372,618,32.10463
26326374,ZCTA 26374,1613,32.66305
26326376,ZCTA 26376,467,31.56812
26326377,ZCTA 26377,866,55.99414
26326378,ZCTA 26378,4112,62.45855
26326384,ZCTA 26384,589,33.71897
26326385,ZCTA 26385,3879,61.74297
26326386,ZCTA 26386,3037,26.51721
26426404,ZCTA 26404,541,3.405782
26426405,ZCTA 26405,1202,53.35317
26426408,ZCTA 26408,2651,30.21605
26426410,ZCTA 26410,926,22.92982
26426411,ZCTA 26411,544,73.51708
26426412,ZCTA 26412,318,46.18657
26426415,ZCTA 26415,3911,102.9824
26426416,ZCTA 26416,7597,138.3696
26426419,ZCTA 26419,974,37.60619
26426421,ZCTA 26421,158,16.95547
26426422,ZCTA 26422,481,3.118074
26426424,ZCTA 26424,139,2.514835
26426425,ZCTA 26425,924,51.28955
26426426,ZCTA 26426,7678,132.3436
26426430,ZCTA 26430,338,12.32714
26426431,ZCTA 26431,5835,37.25106
26426435,ZCTA 26435,58,0.1509764
26426436,ZCTA 26436,211,2.442389
26426437,ZCTA 26437,682,32.24701
26426438,ZCTA 26438,41,0.0584605
26426440,ZCTA 26440,1187,42.97912
26426443,ZCTA 26443,537,19.21633
26426444,ZCTA 26444,3762,72.23038
26426447,ZCTA 26447,1118,65.36148
26426448,ZCTA 26448,1412,37.54958
26426451,ZCTA 26451,644,1.253116
26426452,ZCTA 26452,9464,125.5561
26426456,ZCTA 26456,3663,152.0563
26526501,ZCTA 26501,21870,61.16241
26526505,ZCTA 26505,39487,13.44987
26526508,ZCTA 26508,34453,125.0406
26526519,ZCTA 26519,2131,64.85248
26526520,ZCTA 26520,825,2.081036
26526521,ZCTA 26521,197,2.281369
26526525,ZCTA 26525,6954,139.1484
26526534,ZCTA 26534,2876,1.395399
26526537,ZCTA 26537,5607,41.62451
26526541,ZCTA 26541,2761,38.26823
26526542,ZCTA 26542,2370,36.28513
26526543,ZCTA 26543,170,0.9194371
26526547,ZCTA 26547,3058,15.11485
26526554,ZCTA 26554,41939,137.4184
26526559,ZCTA 26559,1232,0.6431922
26526560,ZCTA 26560,105,0.2199358
26526562,ZCTA 26562,374,40.19326
26526563,ZCTA 26563,306,0.5871695
26526568,ZCTA 26568,580,1.319984
26526570,ZCTA 26570,3591,67.49316
26526571,ZCTA 26571,2094,15.24778
26526572,ZCTA 26572,138,0.4615886
26526574,ZCTA 26574,594,2.819408
26526575,ZCTA 26575,767,21.51324
26526576,ZCTA 26576,886,0.8753068
26526581,ZCTA 26581,883,49.05847
26526582,ZCTA 26582,4171,100.4155
26526585,ZCTA 26585,386,23.73784
26526586,ZCTA 26586,253,0.6767997
26526587,ZCTA 26587,411,1.32557
26526588,ZCTA 26588,2784,27.85303
26526590,ZCTA 26590,648,24.99757
26526591,ZCTA 26591,1609,14.0714
26626601,ZCTA 26601,4488,134.0869
26626610,ZCTA 26610,851,56.47076
26626611,ZCTA 26611,177,11.36338
26626615,ZCTA 26615,237,11.50326
26626617,ZCTA 26617,87,7.466745
26626619,ZCTA 26619,467,31.0894
26626621,ZCTA 26621,840,27.13768
26626623,ZCTA 26623,1168,58.38911
26626624,ZCTA 26624,3137,73.57471
26626627,ZCTA 26627,266,20.00778
26626629,ZCTA 26629,239,6.956427
26626631,ZCTA 26631,71,26.31947
26626636,ZCTA 26636,501,29.08489
26626638,ZCTA 26638,174,16.27912
26626651,ZCTA 26651,9134,246.5055
26626656,ZCTA 26656,197,9.085788
26626660,ZCTA 26660,397,5.918784
26626662,ZCTA 26662,1108,14.68188
26626676,ZCTA 26676,494,26.62077
26626678,ZCTA 26678,1334,14.58246
26626679,ZCTA 26679,1745,53.69211
26626680,ZCTA 26680,308,27.479
26626681,ZCTA 26681,1015,36.1799
26626684,ZCTA 26684,248,1.649639
26626690,ZCTA 26690,680,29.23512
26626691,ZCTA 26691,554,14.12266
26726704,ZCTA 26704,5660,96.32345
26726705,ZCTA 26705,664,56.4644
26726707,ZCTA 26707,281,26.24334
26726710,ZCTA 26710,2224,82.62787
26726711,ZCTA 26711,3063,58.9788
26726714,ZCTA 26714,430,19.22127
26726716,ZCTA 26716,691,24.02582
26726717,ZCTA 26717,829,42.28568
26726719,ZCTA 26719,2929,27.04391
26726720,ZCTA 26720,157,5.786741
26726722,ZCTA 26722,250,21.6654
26726726,ZCTA 26726,12331,146.6425
26726731,ZCTA 26731,446,16.54033
26726739,ZCTA 26739,924,67.85503
26726743,ZCTA 26743,1735,74.48564
26726750,ZCTA 26750,928,0.4444009
26726753,ZCTA 26753,6129,25.79704
26726755,ZCTA 26755,864,44.11171
26726757,ZCTA 26757,7032,140.918
26726761,ZCTA 26761,640,11.00408
26726763,ZCTA 26763,1507,47.71397
26726764,ZCTA 26764,4158,89.32959
26726767,ZCTA 26767,574,2.363299
26826801,ZCTA 26801,649,73.32342
26826802,ZCTA 26802,920,120.8606
26826804,ZCTA 26804,650,84.0301
26826807,ZCTA 26807,2769,176.3705
26826808,ZCTA 26808,437,19.98397
26826810,ZCTA 26810,398,32.4295
26826812,ZCTA 26812,1690,103.369
26826814,ZCTA 26814,552,62.681
26826815,ZCTA 26815,750,84.19576
26826817,ZCTA 26817,239,20.03246
26826818,ZCTA 26818,914,19.42869
26826823,ZCTA 26823,68,21.41351
26826833,ZCTA 26833,2197,121.5371
26826836,ZCTA 26836,6925,194.4135
26826845,ZCTA 26845,934,35.27369
26826847,ZCTA 26847,6088,122.1069
26826851,ZCTA 26851,1868,109.0262
26826852,ZCTA 26852,843,42.82425
26826855,ZCTA 26855,658,42.36976
26826865,ZCTA 26865,199,17.25052
26826866,ZCTA 26866,621,80.11939
26826884,ZCTA 26884,645,85.25552
27027006,ZCTA 27006,15320,64.89299
27027007,ZCTA 27007,2507,21.34307
27027009,ZCTA 27009,3341,17.56009
27027011,ZCTA 27011,4885,53.71626
27027012,ZCTA 27012,28051,42.58095
27027013,ZCTA 27013,6120,75.53331
27027014,ZCTA 27014,932,0.6499787
27027016,ZCTA 27016,1440,40.26288
27027017,ZCTA 27017,9438,108.3113
27027018,ZCTA 27018,8337,82.90596
27027019,ZCTA 27019,4232,35.43082
27027020,ZCTA 27020,6091,73.76821
27027021,ZCTA 27021,17286,53.73615
27027022,ZCTA 27022,1330,33.36437
27027023,ZCTA 27023,13418,28.4287
27027024,ZCTA 27024,3404,44.49798
27027025,ZCTA 27025,11346,98.92771
27027027,ZCTA 27027,4194,21.81297
27027028,ZCTA 27028,25865,194.6572
27027030,ZCTA 27030,35421,171.6922
27027040,ZCTA 27040,12670,27.01958
27027041,ZCTA 27041,7772,59.359
27027042,ZCTA 27042,284,8.733624
27027043,ZCTA 27043,6985,72.32971
27027045,ZCTA 27045,10011,23.23478
27027046,ZCTA 27046,2061,40.87486
27027047,ZCTA 27047,1443,20.54003
27027048,ZCTA 27048,8367,83.40071
27027050,ZCTA 27050,4051,25.13039
27027051,ZCTA 27051,7108,18.41077
27027052,ZCTA 27052,10425,108.2484
27027053,ZCTA 27053,3419,67.98634
27027054,ZCTA 27054,2118,29.21348
27027055,ZCTA 27055,14239,107.8579
27127101,ZCTA 27101,19888,13.06222
27127103,ZCTA 27103,35057,18.65725
27127104,ZCTA 27104,29318,12.34863
27127105,ZCTA 27105,41630,33.74041
27127106,ZCTA 27106,47332,28.98522
27127107,ZCTA 27107,48420,65.61215
27127109,ZCTA 27109,2674,0.1952468
27127110,ZCTA 27110,2754,0.1886329
27127127,ZCTA 27127,41398,29.95892
27227201,ZCTA 27201,82,0.1360118
27227203,ZCTA 27203,21783,21.96001
27227205,ZCTA 27205,36294,225.0225
27227207,ZCTA 27207,3877,85.24999
27227208,ZCTA 27208,1470,38.94913
27227209,ZCTA 27209,4514,45.785
27227212,ZCTA 27212,1923,48.57759
27227214,ZCTA 27214,12421,50.42143
27227215,ZCTA 27215,43187,64.09602
27227217,ZCTA 27217,38587,126.7521
27227229,ZCTA 27229,3310,88.28668
27227231,ZCTA 27231,2224,36.98453
27227233,ZCTA 27233,3490,24.59013
27227235,ZCTA 27235,4609,13.59379
27227239,ZCTA 27239,8693,153.5371
27227242,ZCTA 27242,1627,54.18879
27227243,ZCTA 27243,4958,39.89045
27227244,ZCTA 27244,16697,51.13391
27227248,ZCTA 27248,3522,34.66983
27227249,ZCTA 27249,12825,58.46003
27227252,ZCTA 27252,1665,42.9851
27227253,ZCTA 27253,31046,89.97109
27227258,ZCTA 27258,7292,17.25868
27227260,ZCTA 27260,25351,12.18928
27227262,ZCTA 27262,26094,13.1663
27227263,ZCTA 27263,22157,39.57761
27227265,ZCTA 27265,50220,43.33049
27227278,ZCTA 27278,26393,102.2378
27227281,ZCTA 27281,3211,52.13316
27227282,ZCTA 27282,16515,13.99955
27227283,ZCTA 27283,3007,26.5664
27227284,ZCTA 27284,55913,80.54465
27227288,ZCTA 27288,23536,68.53458
27227291,ZCTA 27291,1293,52.47622
27227292,ZCTA 27292,40545,154.407
27227295,ZCTA 27295,38751,128.6148
27227298,ZCTA 27298,10841,95.96885
27227299,ZCTA 27299,5827,28.99817
27327301,ZCTA 27301,8797,33.73148
27327302,ZCTA 27302,31693,118.7511
27327305,ZCTA 27305,1570,27.15089
27327306,ZCTA 27306,6226,178.7278
27327310,ZCTA 27310,7398,16.22049
27327311,ZCTA 27311,3323,46.2705
27327312,ZCTA 27312,22031,176.4888
27327313,ZCTA 27313,6663,28.55513
27327314,ZCTA 27314,1023,26.69705
27327315,ZCTA 27315,1933,26.54983
27327316,ZCTA 27316,8169,69.51772
27327317,ZCTA 27317,16474,57.29292
27327320,ZCTA 27320,38318,254.9779
27327325,ZCTA 27325,8289,88.75919
27327326,ZCTA 27326,3253,70.95268
27327330,ZCTA 27330,38943,208.4844
27327332,ZCTA 27332,33465,107.3428
27327340,ZCTA 27340,15,0.05650682
27327341,ZCTA 27341,3914,94.71038
27327343,ZCTA 27343,1655,51.46947
27327344,ZCTA 27344,18864,166.8579
27327349,ZCTA 27349,5265,61.68589
27327350,ZCTA 27350,6253,37.85423
27327355,ZCTA 27355,2253,34.57622
27327356,ZCTA 27356,2974,56.43024
27327357,ZCTA 27357,8558,44.1329
27327358,ZCTA 27358,15852,55.59701
27327360,ZCTA 27360,46292,88.55802
27327370,ZCTA 27370,13770,60.77009
27327371,ZCTA 27371,8724,163.1663
27327376,ZCTA 27376,9737,71.61872
27327377,ZCTA 27377,8884,25.82415
27327379,ZCTA 27379,4898,86.22021
27427401,ZCTA 27401,23519,6.240346
27427403,ZCTA 27403,23410,6.030954
27427405,ZCTA 27405,51160,31.29865
27427406,ZCTA 27406,62757,70.23244
27427407,ZCTA 27407,53237,30.61253
27427408,ZCTA 27408,17063,7.765884
27427409,ZCTA 27409,15799,19.50859
27427410,ZCTA 27410,57466,33.6451
27427455,ZCTA 27455,28052,31.28026
27527501,ZCTA 27501,21001,61.72809
27527502,ZCTA 27502,43345,30.66957
27527503,ZCTA 27503,6209,37.90938
27527504,ZCTA 27504,14734,90.91407
27527505,ZCTA 27505,6970,57.10794
27527507,ZCTA 27507,2041,48.48772
27527508,ZCTA 27508,2092,10.48645
27527509,ZCTA 27509,6160,15.70584
27527510,ZCTA 27510,14799,3.73774
27527511,ZCTA 27511,34108,11.9354
27527513,ZCTA 27513,46660,16.2191
27527514,ZCTA 27514,33525,19.60888
27527516,ZCTA 27516,44572,93.76785
27527517,ZCTA 27517,24928,51.67233
27527518,ZCTA 27518,18397,9.789434
27527519,ZCTA 27519,58178,21.82138
27527520,ZCTA 27520,43170,73.12697
27527521,ZCTA 27521,7021,26.12204
27527522,ZCTA 27522,12457,77.85711
27527523,ZCTA 27523,14946,46.84136
27527524,ZCTA 27524,13308,133.413
27527525,ZCTA 27525,14088,92.80418
27527526,ZCTA 27526,48946,97.77233
27527527,ZCTA 27527,27711,44.08232
27527529,ZCTA 27529,49632,58.29107
27527530,ZCTA 27530,38229,107.4176
27527531,ZCTA 27531,750,3.583242
27527534,ZCTA 27534,31139,73.07229
27527536,ZCTA 27536,16171,12.80435
27527537,ZCTA 27537,23894,202.3645
27527539,ZCTA 27539,23488,32.18139
27527540,ZCTA 27540,41097,47.02405
27527541,ZCTA 27541,4063,69.73562
27527542,ZCTA 27542,10303,87.57066
27527544,ZCTA 27544,5043,61.09842
27527545,ZCTA 27545,27215,29.07551
27527546,ZCTA 27546,21743,125.8348
27527549,ZCTA 27549,25485,243.1376
27527551,ZCTA 27551,1694,87.21365
27527553,ZCTA 27553,2774,43.2791
27527555,ZCTA 27555,688,0.3710229
27527556,ZCTA 27556,287,1.910773
27527557,ZCTA 27557,9061,62.25816
27527559,ZCTA 27559,2532,50.03937
27527560,ZCTA 27560,37830,30.07272
27527562,ZCTA 27562,3567,58.17042
27527563,ZCTA 27563,4914,71.021
27527565,ZCTA 27565,25568,332.6885
27527568,ZCTA 27568,609,0.2347841
27527569,ZCTA 27569,8813,81.70789
27527571,ZCTA 27571,7182,4.500477
27527572,ZCTA 27572,6750,103.2277
27527573,ZCTA 27573,11696,17.87804
27527574,ZCTA 27574,14527,193.0224
27527576,ZCTA 27576,19253,83.27251
27527577,ZCTA 27577,26352,104.6756
27527581,ZCTA 27581,4408,34.9757
27527582,ZCTA 27582,451,3.185682
27527583,ZCTA 27583,6474,46.45507
27527587,ZCTA 27587,73345,109.9981
27527589,ZCTA 27589,7332,174.172
27527591,ZCTA 27591,21294,66.71816
27527592,ZCTA 27592,18198,41.82751
27527596,ZCTA 27596,19116,56.13788
27527597,ZCTA 27597,26991,123.4404
27627601,ZCTA 27601,11111,1.794494
27627603,ZCTA 27603,56826,52.10435
27627604,ZCTA 27604,48044,21.84016
27627605,ZCTA 27605,5908,0.9872664
27627606,ZCTA 27606,48726,25.69564
27627607,ZCTA 27607,29005,16.12852
27627608,ZCTA 27608,11749,3.215744
27627609,ZCTA 27609,35025,11.21944
27627610,ZCTA 27610,80973,42.95878
27627612,ZCTA 27612,41346,18.99469
27627613,ZCTA 27613,42111,24.76465
27627614,ZCTA 27614,32144,29.48304
27627615,ZCTA 27615,46536,19.46687
27627616,ZCTA 27616,55997,22.3213
27627617,ZCTA 27617,19048,8.359059
27727701,ZCTA 27701,23415,5.290474
27727703,ZCTA 27703,56071,57.59019
27727704,ZCTA 27704,40657,45.30838
27727705,ZCTA 27705,50530,44.14625
27727707,ZCTA 27707,52008,21.36335
27727709,ZCTA 27709,1115,0.3940242
27727712,ZCTA 27712,22787,34.52033
27727713,ZCTA 27713,55516,33.00765
27827801,ZCTA 27801,19893,69.82504
27827803,ZCTA 27803,17548,41.10748
27827804,ZCTA 27804,30484,42.49456
27827805,ZCTA 27805,3916,110.9414
27827806,ZCTA 27806,2764,173.7534
27827807,ZCTA 27807,6315,50.183
27827808,ZCTA 27808,1955,60.70199
27827809,ZCTA 27809,3988,74.95824
27827810,ZCTA 27810,3679,183.0687
27827812,ZCTA 27812,2692,61.9641
27827813,ZCTA 27813,873,1.097626
27827814,ZCTA 27814,1564,78.36198
27827816,ZCTA 27816,2994,60.70663
27827817,ZCTA 27817,7781,116.4785
27827818,ZCTA 27818,1426,62.29813
27827819,ZCTA 27819,599,1.079858
27827820,ZCTA 27820,2166,56.42919
27827821,ZCTA 27821,121,6.601631
27827822,ZCTA 27822,8797,92.0943
27827823,ZCTA 27823,7573,189.6346
27827824,ZCTA 27824,1458,119.9488
27827825,ZCTA 27825,87,0.4822401
27827826,ZCTA 27826,759,74.80285
27827827,ZCTA 27827,182,0.08378803
27827828,ZCTA 27828,9848,76.92513
27827829,ZCTA 27829,1331,49.26484
27827830,ZCTA 27830,4099,60.6942
27827831,ZCTA 27831,2705,68.0996
27827832,ZCTA 27832,2786,34.56422
27827834,ZCTA 27834,59049,178.0396
27827837,ZCTA 27837,7595,60.12602
27827839,ZCTA 27839,3569,142.8325
27827840,ZCTA 27840,275,12.66804
27827841,ZCTA 27841,34,0.2664495
27827842,ZCTA 27842,1868,16.37049
27827843,ZCTA 27843,1018,59.57814
27827844,ZCTA 27844,3094,42.75869
27827845,ZCTA 27845,2947,100.4205
27827846,ZCTA 27846,2698,94.8727
27827847,ZCTA 27847,561,37.47004
27827849,ZCTA 27849,1533,77.13873
27827850,ZCTA 27850,7847,198.2344
27827851,ZCTA 27851,4977,44.83079
27827852,ZCTA 27852,2820,48.76502
27827853,ZCTA 27853,509,42.63898
27827855,ZCTA 27855,6360,55.00375
27827856,ZCTA 27856,16633,130.2014
27827857,ZCTA 27857,1067,63.2235
27827858,ZCTA 27858,58502,60.45496
27827860,ZCTA 27860,2373,145.0798
27827861,ZCTA 27861,94,0.5920969
27827862,ZCTA 27862,866,40.34495
27827863,ZCTA 27863,13923,67.85044
27827864,ZCTA 27864,4986,40.41605
27827865,ZCTA 27865,2224,87.52247
27827866,ZCTA 27866,908,26.01973
27827869,ZCTA 27869,1550,82.62018
27827870,ZCTA 27870,24571,70.71651
27827871,ZCTA 27871,4452,96.29788
27827872,ZCTA 27872,757,12.61779
