fips,name,population,area
1,New England Division,14821759,71987.96
2,Middle Atlantic Division,41195152,109331.9
3,East North Central Division,46869214,301368.6
4,West North Central Division,21350512,520355.8
5,South Atlantic Division,65235308,292990.5
6,East South Central Division,19109241,183403.9
7,West South Central Division,40261273,444052
8,Mountain Division,24534951,863564.6
9,Pacific Division,53191898,1009687
